treatment,species,fishID,daysExposed,daysUntilExp,tank,tankFishIdentifier,left,right,max,total,relLat,absLat,number,score
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,1,1
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,2,1
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,3,1
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,4,1
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,5,1
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,6,1
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,7,0
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,8,0
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,9,0
Control,Ambon,36,0,9,4,7-Apr,4,6,6,10,20,20,10,0
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,1,1
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,2,1
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,3,1
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,4,1
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,5,1
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,6,0
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,7,0
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,8,0
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,9,0
CO2,Ambon,37,8,8,1,1-Jan,5,5,5,10,0,0,10,0
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,1,1
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,2,1
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,3,1
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,4,1
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,5,1
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,6,1
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,7,0
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,8,0
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,9,0
CO2,Ambon,38,8,8,1,3-Jan,4,6,6,10,20,20,10,0
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,1,1
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,2,1
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,3,1
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,4,1
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,5,1
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,6,0
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,7,0
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,8,0
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,9,0
CO2,Ambon,39,8,8,1,4-Jan,5,5,5,10,0,0,10,0
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,1,1
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,2,1
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,3,1
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,4,1
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,5,0
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,6,0
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,7,0
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,8,0
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,9,0
CO2,Ambon,40,8,8,5,1-May,6,4,6,10,-20,20,10,0
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,1,1
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,2,1
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,3,1
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,4,1
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,5,1
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,6,0
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,7,0
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,8,0
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,9,0
CO2,Ambon,41,8,8,5,2-May,5,5,5,10,0,0,10,0
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,1,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,2,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,3,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,4,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,5,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,6,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,7,1
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,8,0
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,9,0
CO2,Ambon,42,8,8,5,3-May,3,7,7,10,40,40,10,0
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,1,1
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,2,1
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,3,1
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,4,1
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,5,1
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,6,0
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,7,0
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,8,0
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,9,0
CO2,Ambon,43,8,8,5,4-May,5,5,5,10,0,0,10,0
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,1,1
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,2,1
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,3,1
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,4,1
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,5,1
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,6,0
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,7,0
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,8,0
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,9,0
CO2,Ambon,44,8,8,5,5-May,5,5,5,10,0,0,10,0
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,1,1
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,2,1
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,3,1
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,4,1
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,5,1
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,6,1
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,7,0
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,8,0
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,9,0
CO2,Ambon,45,8,8,5,6-May,4,6,6,10,20,20,10,0
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,1,1
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,2,1
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,3,1
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,4,1
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,5,1
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,6,0
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,7,0
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,8,0
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,9,0
CO2,Ambon,46,8,8,6,1-Jun,5,5,5,10,0,0,10,0
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,1,1
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,2,1
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,3,1
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,4,1
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,5,1
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,6,1
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,7,0
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,8,0
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,9,0
CO2,Ambon,47,8,8,6,3-Jun,4,6,6,10,20,20,10,0
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,1,1
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,2,1
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,3,1
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,4,1
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,5,1
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,6,1
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,7,0
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,8,0
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,9,0
CO2,Ambon,48,8,8,6,4-Jun,4,6,6,10,20,20,10,0
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,1,1
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,2,1
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,3,1
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,4,1
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,5,1
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,6,1
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,7,0
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,8,0
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,9,0
CO2,Ambon,49,8,8,6,5-Jun,4,6,6,10,20,20,10,0
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,1,1
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,2,1
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,3,1
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,4,1
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,5,1
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,6,0
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,7,0
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,8,0
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,9,0
CO2,Ambon,50,8,8,6,6-Jun,5,5,5,10,0,0,10,0
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,1,1
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,2,1
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,3,1
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,4,1
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,5,1
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,6,0
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,7,0
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,8,0
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,9,0
CO2,Ambon,51,8,8,6,7-Jun,5,5,5,10,0,0,10,0
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,1,1
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,2,1
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,3,1
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,4,1
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,5,1
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,6,0
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,7,0
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,8,0
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,9,0
CO2,Ambon,52,9,9,2,1-Feb,5,5,5,10,0,0,10,0
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,1,1
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,2,1
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,3,1
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,4,1
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,5,1
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,6,1
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,7,0
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,8,0
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,9,0
CO2,Ambon,53,9,9,2,2-Feb,4,6,6,10,20,20,10,0
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,1,1
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,2,1
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,3,1
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,4,1
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,5,1
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,6,0
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,7,0
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,8,0
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,9,0
CO2,Ambon,54,9,9,2,3-Feb,5,5,5,10,0,0,10,0
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,1,1
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,2,1
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,3,1
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,4,1
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,5,1
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,6,1
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,7,0
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,8,0
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,9,0
CO2,Ambon,55,9,9,2,4-Feb,4,6,6,10,20,20,10,0
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,1,1
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,2,1
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,3,1
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,4,1
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,5,0
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,6,0
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,7,0
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,8,0
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,9,0
CO2,Ambon,56,9,9,2,5-Feb,6,4,6,10,-20,20,10,0
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,1,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,2,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,3,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,4,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,5,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,6,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,7,1
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,8,0
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,9,0
CO2,Ambon,57,9,9,2,6-Feb,3,7,7,10,40,40,10,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,1,1
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,2,1
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,3,1
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,4,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,5,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,6,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,7,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,8,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,9,0
CO2,Ambon,58,9,9,2,7-Feb,7,3,7,10,-40,40,10,0
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,1,1
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,2,1
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,3,1
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,4,1
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,5,1
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,6,1
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,7,0
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,8,0
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,9,0
Control,Chromis,59,0,10,3,1-Mar,4,6,6,10,20,20,10,0
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,1,1
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,2,1
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,3,1
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,4,1
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,5,0
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,6,0
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,7,0
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,8,0
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,9,0
Control,Chromis,60,0,10,3,2-Mar,6,4,6,10,-20,20,10,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,1,1
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,2,1
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,3,1
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,4,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,5,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,6,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,7,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,8,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,9,0
Control,Chromis,61,0,10,3,3-Mar,7,3,7,10,-40,40,10,0
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,1,1
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,2,1
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,3,1
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,4,1
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,5,0
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,6,0
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,7,0
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,8,0
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,9,0
Control,Chromis,62,0,10,3,4-Mar,6,4,6,10,-20,20,10,0
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,1,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,2,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,3,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,4,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,5,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,6,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,7,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,8,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,9,1
Control,Chromis,63,0,10,3,5-Mar,1,9,9,10,80,80,10,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,1,1
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,2,1
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,3,1
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,4,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,5,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,6,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,7,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,8,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,9,0
Control,Chromis,64,0,10,3,7-Mar,7,3,7,10,-40,40,10,0
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,1,1
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,2,1
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,3,1
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,4,1
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,5,1
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,6,0
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,7,0
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,8,0
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,9,0
Control,Chromis,65,0,10,3,8-Mar,5,5,5,10,0,0,10,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,1,1
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,2,1
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,3,1
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,4,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,5,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,6,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,7,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,8,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,9,0
Control,Chromis,66,0,10,3,9-Mar,7,3,7,10,-40,40,10,0
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,1,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,2,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,3,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,4,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,5,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,6,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,7,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,8,1
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,9,0
Control,Chromis,67,0,10,4,1-Apr,2,8,8,10,60,60,10,0
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,1,1
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,2,1
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,3,1
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,4,1
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,5,0
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,6,0
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,7,0
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,8,0
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,9,0
Control,Chromis,68,0,10,4,2-Apr,6,4,6,10,-20,20,10,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,1,1
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,2,1
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,3,1
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,4,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,5,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,6,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,7,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,8,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,9,0
Control,Chromis,69,0,10,4,3-Apr,7,3,7,10,-40,40,10,0
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,1,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,2,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,3,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,4,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,5,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,6,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,7,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,8,1
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,9,0
Control,Chromis,70,0,10,4,4-Apr,2,8,8,10,60,60,10,0
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,1,1
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,2,1
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,3,1
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,4,1
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,5,1
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,6,0
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,7,0
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,8,0
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,9,0
Control,Chromis,71,0,10,4,5-Apr,5,5,5,10,0,0,10,0
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,1,1
