Study,Authors,Year (online),Year (print),Title,,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.var,ctrl.vartype,ctrl.sd,oa.n,oa.mean,oa.var,oa.vartype,oa.sd,lnRR,|lnRR|,Raw mean |lnRR|,Notes,Precise sample size description in text?,Sample size source
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth, ,Sci Rep,5.228,4.122,,,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Search time to locate food,Adult,7,169.0910,109.0910,SE,487.8698,7,834.5450,125.4550,SE,561.0518,1.5964,1.5964,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 13-15 days",Larvae,36,48.1800,6.7360,SE,40.4160,36,48.7660,7.0290,SE,42.1740,0.0121,0.0121,0.2646,Proportion of fish emerging from shelter not used because no variance associated with response variable,N,"Hearing and velocity - Provided in text: ""A total of 20Ð24 (half from each treatment) randomly selected naive larval barramundi that had been reared under control and elevated CO2 conditions from the second day post hatching were used daily between 13 and 28 dph for trials. (n = 24/2 = 12 fish per treatment per day = 36 fish per 3-day group); used highest n in range"
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 16-18days",Larvae,36,59.1630,4.2470,SE,25.4820,36,32.0830,4.0830,SE,24.4980,-0.6120,0.6120,,,,"Sheltering - Provided in text: ""A total of 56 (half from each treatment) naive post-settlement barramundi that had been reared under control and elevated CO2 conditions from 2 dph were used at 35 dph for trials."" (n = 56/2 = 28 fish per treatment)"
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 19-21 days",Larvae,36,48.6190,4.1000,SE,24.6000,36,52.0620,4.2290,SE,25.3740,0.0684,0.0684,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 22-24 days",Larvae,36,46.1300,2.0500,SE,12.3000,36,44.3330,2.1920,SE,13.1520,-0.0397,0.0397,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 25-28 days",Larvae,36,47.7400,4.2470,SE,25.4820,36,53.3750,4.3750,SE,26.2500,0.1116,0.1116,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 13-15 days",Larvae,36,0.9390,0.1510,SE,0.9060,36,0.7310,0.1040,SE,0.6240,-0.2504,0.2504,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 16-18days",Larvae,36,2.0040,0.2190,SE,1.3140,36,1.5610,0.1720,SE,1.0320,-0.2498,0.2498,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 19-21 days",Larvae,36,1.6750,0.1510,SE,0.9060,36,1.5240,0.1300,SE,0.7800,-0.0945,0.0945,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 22-24 days",Larvae,36,1.9420,0.1410,SE,0.8460,36,1.6180,0.1040,SE,0.6240,-0.1825,0.1825,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 25-28 days",Larvae,36,1.4720,0.1510,SE,0.9060,36,1.4140,0.1510,SE,0.9060,-0.0402,0.0402,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Shelter,% time in shelter,Larvae,28,69.2070,4.8780,SE,25.8119,28,89.6340,2.7440,SE,14.5199,0.2586,0.2586,,,,
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement, ,Proc R Soc B,4.823,4.847,,,Lates calcarifer,Trop,Yes,Shelter,Time to emergence,Larvae,28,34.8260,8.0910,SE,42.8135,28,122.1450,24.7320,SE,130.8694,1.2548,1.2548,,,,
a45,Duteil et al,2016,2016,European sea bass show behavioural resilience to near-future ocean acidification, ,R Soc Open Sci,2.243,2.504,90,No,Dicentrarchus labrax,Subtrop,Yes,Shelter,Boldness,Adult,90,0.5740,0.5300,IQR,0.3926,90,0.4950,0.4340,IQR,0.3215,-0.1481,0.1481,0.1481,SD calcualted from IQR assuming normal distribution: SD = IQR/1.35; Only used boldness because PC (response variable) for sociability and activiy spanned positive and negative values and cannot calculate lnRR,Y,"Provided in text: ""We tested groups of fish reared at near-future OA conditions (ÔOA fishÕ, n=9 groups, n=90 fish), ambient ocean conditions (Ôambient fishÕ, n=9 groups, n=90 fish)É"""
a46,Heuer et al,2016,2016,Altered brain ion gradients following compensation for elevated CO2 are linked to behavioural alterations in a coral reef fish, ,Sci Rep,4.259,4.122,20,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,% time in CAC,Adult,20,15.2580,3.0520,SE,13.6490,20,53.0520,5.6340,SE,25.1960,1.2462,1.2462,1.2462,,N,"Provided in figure caption. From the figure caption, it is not clear if this means N = 20 per group, or N = 20 overall (n = 10 per group). We assumed N = 20 per group to be conservative."
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 7 days",Larvae,12,2.7660,0.2050,SE,0.7101,12,3.6890,0.3890,SE,1.3475,0.2880,0.2880,0.2839,Only included absolute lateralization,Y,Provided in Table 2
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 21 days",Larvae,12,3.8320,0.4300,SE,1.4896,12,3.9340,0.4710,SE,1.6316,0.0263,0.0263,,Used treatment without gabazine only,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 7 days",Larvae,12,1.4690,0.0550,SE,0.1905,12,2.0180,0.0550,SE,0.1905,0.3175,0.3175,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 21 days",Larvae,12,1.3930,0.0440,SE,0.1524,12,1.2830,0.0330,SE,0.1143,-0.0823,0.0823,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 7 days",Larvae,12,0.7680,0.0310,SE,0.1074,12,1.0790,0.0310,SE,0.1074,0.3400,0.3400,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 21 days",Larvae,12,0.7780,0.0210,SE,0.0727,12,0.8200,0.0100,SE,0.0346,0.0526,0.0526,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, 7 days, Fig 4",Larvae,31,45.6300,4.0340,SE,22.4604,31,24.9580,3.5290,SE,19.6486,-0.6034,0.6034,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, 21 days, Fig 4",Larvae,15,40.3360,8.0670,SE,31.2434,29,27.7310,4.7900,SE,25.7949,-0.3747,0.3747,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, Run 1, sham, Fig 5",Larvae,15,40.7550,4.3400,SE,16.8087,16,31.5090,4.3400,SE,17.3600,-0.2573,0.2573,,,,
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification, ,Mar Biol,2.136,2.215,,,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, Run 2, sham, Fig 5",Larvae,7,40.0000,4.5280,SE,11.9800,14,24.3400,3.7740,SE,14.1210,-0.4968,0.4968,,,,
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps, ,Proc R Soc B,4.940,4.847,13,No,Symphodus ocellatus,Subtrop,Yes,Mate,Time spent courting,Adult,14,21.1220,3.3670,SE,13.0403,18,15.8160,2.1430,SE,8.2998,-0.2893,0.2893,0.2818,,Y,"Provided in text (see first 2 sentences of Results section ""(b) Behavioural interactions of the dominant nesting male"""
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps, ,Proc R Soc B,4.940,4.847,,,Symphodus ocellatus,Subtrop,Yes,Mate,Number of chasing events per min,Adult,7,16.5540,3.2090,SE,12.4284,12,12.5840,3.7160,SE,14.3920,-0.2742,0.2742,,,,
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water, ,PeerJ,2.177,2.118,24,Strong,Amphiprion percula,Trop,Yes,Predator,% time in predator cue,Larvae,16,8.9690,2.2420,SE,8.9680,16,80.2690,5.8300,SE,23.3200,2.1916,2.1916,0.6190,Compared ctrl-ctrl and CO2-CO2 treatments only,Y,Provided in figures and/or figure captions
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water, ,PeerJ,2.177,2.118,,,Pomacentrus amboinensis,Trop,Yes,Predator,Escape latency,Larvae,26,0.0160,0.0010,SE,0.0051,26,0.0270,0.0070,SE,0.0357,0.5232,0.5232,,Did not include gabazine treatment,,
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water, ,PeerJ,2.177,2.118,,,Pomacentrus amboinensis,Trop,Yes,Predator,Escape speed,Larvae,26,0.6500,0.0190,SE,0.0969,26,0.5680,0.0340,SE,0.1734,-0.1349,0.1349,,,,
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water, ,PeerJ,2.177,2.118,,,Pomacentrus amboinensis,Trop,Yes,Predator,Escape distance,Larvae,26,0.0200,0.0010,SE,0.0051,26,0.0180,0.0010,SE,0.0051,-0.1054,0.1054,,,,
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water, ,PeerJ,2.177,2.118,,,Pomacentrus amboinensis,Trop,Yes,Predator,Maximum speed,Larvae,26,1.1890,0.0420,SE,0.2142,26,1.0340,0.0500,SE,0.2550,-0.1397,0.1397,,,,
a50,Munday et al,2015,2016,"Effects of elevated CO2Êon early life history development of the yellowtail kingfish,ÊSeriola lalandi, a large pelagic fish", ,ICES J Mar Sci,2.626,2.906,30,No,Seriola lalandi,Subtrop,No,-,"Number of line crosses, 880 uatm",Larvae,30,100.0000,7.8000,SE,42.7224,30,80.0000,9.8000,SE,53.6768,-0.2231,0.2231,0.1858,"Data not provided for many behaviours (escape distance, escape duration, phototaxis)",N,"Provided in text: ""Tank was the level of replication in this analysis (n = 30)."" NOTE: these are not individual fish, but groups of 10 fish averaged."
a50,Munday et al,2015,2016,"Effects of elevated CO2Êon early life history development of the yellowtail kingfish,ÊSeriola lalandi, a large pelagic fish", ,ICES J Mar Sci,2.626,2.906,,,Seriola lalandi,Subtrop,No,-,"Number of line crosses, 1700 uatm",Larvae,30,100.0000,7.8000,SE,42.7224,30,116.0000,12.8000,SE,70.1085,0.1484,0.1484,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, familiar",Not provided,18,0.6220,0.0530,SE,0.2249,18,0.4620,0.0470,SE,0.1994,-0.2974,0.2974,0.3080,Initial shoal choice' not icluded because no variance associated with response variable,Y,Provided in figure caption
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, familiar",Not provided,18,0.6220,0.0530,SE,0.2249,18,0.5040,0.0770,SE,0.3267,-0.2104,0.2104,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, unfamiliar",Not provided,18,0.3770,0.0540,SE,0.2291,18,0.5370,0.0490,SE,0.2079,0.3538,0.3538,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, unfamiliar",Not provided,18,0.3770,0.0540,SE,0.2291,18,0.4960,0.0710,SE,0.3012,0.2743,0.2743,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 700 uatm",Not provided,18,45.4410,4.8530,SE,20.5895,18,46.3240,6.1760,SE,26.2025,0.0192,0.0192,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 1000 uatm",Not provided,18,45.4410,4.8530,SE,20.5895,18,41.9120,8.3820,SE,35.5618,-0.0808,0.0808,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 750 uatm",Not provided,10,5.1060,1.3290,SE,4.2027,10,11.4020,2.8450,SE,8.9967,0.8034,0.8034,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 1000 uatm",Not provided,10,5.1060,1.3290,SE,4.2027,10,10.8420,2.6810,SE,8.4781,0.7530,0.7530,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 750 uatm",Not provided,10,10.9590,5.2690,SE,16.6620,10,10.3760,2.3080,SE,7.2985,-0.0547,0.0547,,,,
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish, ,Conserv Physiol,2.323,3.460,,,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 1000 uatm",Not provided,10,10.9500,5.2690,SE,16.6620,10,8.6740,1.9590,SE,6.1949,-0.2330,0.2330,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, bare ",Not provided,73,29.3810,1.7660,SE,15.0887,73,27.4540,1.7660,SE,15.0887,-0.0678,0.0678,0.3021,,N,"Provided in text: ""A total of 209 individuals were tested at Vulcano Island (control: 107 fish; vent: 102 fish; 14Ð15 September 2013) and 146 individuals at White Island (control: 73 fish; vent: 73 fish; 20 November 2013)."" It is unclear if fish were reused for each substrate, or if the fish were divided for substrate tests. We assumed fish were reused for a conservative estimate of sample size"
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, turf algae",Not provided,73,29.7020,1.7660,SE,15.0887,73,24.2430,2.2480,SE,19.2069,-0.2031,0.2031,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, bare",Not provided,73,7.8080,0.5340,SE,4.5625,73,6.9040,0.5750,SE,4.9128,-0.1230,0.1230,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, turf algae",Not provided,73,6.2880,0.5750,SE,4.9128,73,5.6710,0.6160,SE,5.2631,-0.1033,0.1033,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, bare",Not provided,73,2.5950,0.3770,SE,3.2211,73,1.2280,0.2230,SE,1.9053,-0.7482,0.7482,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, turf algae",Not provided,73,1.6190,0.1950,SE,1.6661,73,0.7400,0.1260,SE,1.0765,-0.7829,0.7829,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, bare ",Not provided,107,42.8050,2.9270,SE,30.2771,102,32.5610,2.6830,SE,27.0970,-0.2735,0.2735,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, turf algae/rock",Not provided,107,46.4630,3.6590,SE,37.8490,102,27.6830,1.7070,SE,17.2399,-0.5178,0.5178,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, bare",Not provided,107,11.5480,0.8390,SE,8.6787,102,11.4190,0.8390,SE,8.4735,-0.0112,0.0112,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, turf algae/rock",Not provided,107,11.0970,0.9680,SE,10.0131,102,9.2900,0.6450,SE,6.5142,-0.1777,0.1777,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, bare",Not provided,107,4.1710,0.3230,SE,3.3411,102,2.5580,0.1610,SE,1.6260,-0.4889,0.4889,,,,
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification, ,Nat Clim Change,17.184,19.181,,,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, turf algae/rock",Not provided,107,2.6960,0.2300,SE,2.3791,102,2.3730,0.2300,SE,2.3229,-0.1276,0.1276,,,,
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Response latency,Adult,15,6.3000,4.0000,SD,4.0000,12,7.3000,2.6000,SD,2.6000,0.1473,0.1473,0.1549,"Orientation and direction metrics not included due to nature of data (i.e., diectio/position data; Table 2); % response type also not included because no variance associated with this response variable",Y,"Provided in text: ""...47 individuals were used for analysis (15 in the control treatment, 12 in the high CO2 treatmentÉ"""
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,,,Engraulis japonicus,Temp,Yes,Mimicked threat,s1 duration,Adult,15,22.1000,5.4000,SD,5.4000,12,24.8000,10.6000,SD,10.6000,0.1153,0.1153,,Used control temperature only ,,
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,,,Engraulis japonicus,Temp,Yes,Mimicked threat,s2 duration,Adult,15,21.7000,3.4000,SD,3.4000,12,21.4000,4.1000,SD,4.1000,-0.0139,0.0139,,,,
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,,,Engraulis japonicus,Temp,Yes,Mimicked threat,Turning rate,Adult,15,2.1430,0.5860,SD,0.5860,12,1.7030,1.2630,SD,1.2630,-0.2298,0.2298,,,,
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,,,Engraulis japonicus,Temp,Yes,Mimicked threat,Cumulative distance (D),Adult,15,0.0500,0.0100,SD,0.0100,12,0.0470,0.0230,SD,0.0230,-0.0619,0.0619,,,,
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,,,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum velocity (Vmax),Adult,15,1.4120,0.6120,SD,0.6120,12,1.5500,0.5620,SD,0.5620,0.0932,0.0932,,,,
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions, ,Fish Sci,0.839,0.794,,,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum acceleration (Amax),Adult,15,76.2030,44.1180,SD,44.1180,12,116.3100,85.5610,SD,85.5610,0.4229,0.4229,,,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Time swimming,Larvae,12,47.4230,1.8560,SE,6.4294,12,32.4740,1.7530,SE,6.0726,-0.3787,0.3787,0.5414,Used control temperature (T1) only,Y,Provided in figure caption
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Argyrosomus regius,Subtrop,Yes,Food,Time swimming,Larvae,12,39.7930,1.7570,SE,6.0864,12,30.2070,1.8600,SE,6.4432,-0.2756,0.2756,,Added 0.0001 to 0 values,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Sparus aurata,Subtrop,Yes,Food,Attack %,Larvae,12,5.2950,0.8220,SE,2.8475,12,1.5570,0.2930,SE,1.0150,-1.2240,1.2240,,,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Argyrosomus regius,Subtrop,Yes,Food,Attack %,Larvae,12,4.2080,0.0001,SE,0.0003,12,3.4920,0.0001,SE,0.0003,-0.1865,0.1865,,,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Sparus aurata,Subtrop,Yes,Food,Capture %,Larvae,12,4.3640,0.5450,SE,1.8879,12,1.0310,0.0001,SE,0.0003,-1.4429,1.4429,,,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Argyrosomus regius,Subtrop,Yes,Food,Capture %,Larvae,12,4.6970,0.7880,SE,2.7297,12,2.0610,0.0001,SE,0.0003,-0.8237,0.8237,,,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Sparus aurata,Subtrop,Yes,Food,Spin %,Larvae,12,0.0001,0.0001,SE,0.0003,12,0.0001,0.0001,SE,0.0003,0.0000,0.0000,,,,
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming", ,Clim Change,3.496,3.537,,,Argyrosomus regius,Subtrop,Yes,Food,Spin %,Larvae,12,0.0001,0.0001,SE,0.0003,12,0.0001,0.0001,SE,0.0003,0.0000,0.0000,,,,
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification, ,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl soundscape",Larvae,64,65.5860,5.4860,SE,43.8880,64,37.7610,6.2500,SE,50.0000,-0.5521,0.5521,0.3590,,Y,Provided in figure caption
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification, ,Biol Lett,3.089,3.345,,,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, high co2 soundscapoe",Larvae,64,50.7810,5.9900,SE,47.9200,64,44.3890,6.4840,SE,51.8720,-0.1345,0.1345,,,,
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification, ,Biol Lett,3.089,3.345,,,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl-ctrl vs co2-co2",Larvae,64,65.5860,5.4860,SE,43.8880,64,44.3890,6.4840,SE,51.8720,-0.3904,0.3904,,,,
