Study,Authors,Year (online),Year (print),Title,,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.var,ctrl.vartype,ctrl.sd,oa.n,oa.mean,oa.var,oa.vartype,oa.sd,lnRR,|lnRR|,Raw mean |lnRR|,Notes,Precise sample size description in text?,Sample size source
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Kin,"Mean change activity, goby, Fig2",Larvae,29,4.3150,3.0460,SE,16.4032,29,1.5230,2.2840,SE,12.2997,-1.0414,1.0414,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,No,-,"Mean change activity, empty bag, Fig2",Larvae,29,4.3150,1.7770,SE,9.5694,29,5.8380,1.0150,SE,5.4659,0.3023,0.3023,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change shelter use, predator, Fig2",Larvae,29,81.6780,19.0210,SE,102.4312,29,31.8880,10.0700,SE,54.2286,-0.9406,0.9406,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Kin,"Mean change shelter use, goby, Fig2",Larvae,29,-2.7970,3.3570,SE,18.0780,29,5.5940,3.9160,SE,21.0883,NA,NA,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,No,-,"Mean change shelter use, empty bag, Fig2",Larvae,29,-1.1190,1.1190,SE,6.0260,29,1.6780,2.2380,SE,12.0520,NA,NA,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change bite rate, skin, Fig3",Larvae,29,18.2700,3.0460,SE,16.4032,29,2.1320,2.1320,SE,11.4812,-2.1482,2.1482,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change bite rate, predator, Fig3",Larvae,29,37.7660,3.6550,SE,19.6828,29,32.5890,3.0460,SE,16.4032,-0.1474,0.1474,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change bite rate, combo, Fig3",Larvae,29,48.7740,3.8710,SE,20.8460,29,34.8390,1.9350,SE,10.4203,-0.3365,0.3365,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change activity, skin, Fig3",Larvae,29,13.4340,3.1820,SE,17.1356,29,1.0610,2.4750,SE,13.3283,-2.5386,2.5386,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change activity, predator, Fig3",Larvae,29,41.3640,5.3030,SE,28.5575,29,35.0000,4.5960,SE,24.7502,-0.1671,0.1671,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change activity, combo, Fig3",Larvae,29,54.6450,5.8710,SE,31.6163,29,35.6670,6.3230,SE,34.0504,-0.4266,0.4266,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change shelter use, skin, Fig3",Larvae,29,11.4740,8.4150,SE,45.3162,29,0.7650,1.5300,SE,8.2393,-2.7080,2.7080,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change shelter use, predator, Fig3",Larvae,29,81.8580,19.1260,SE,102.9967,29,31.3660,9.1800,SE,49.4358,-0.9593,0.9593,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change shelter use, combo, Fig3",Larvae,29,103.5210,15.7750,SE,84.9510,29,41.4080,9.8590,SE,53.0923,-0.9163,0.9163,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Number of bobbing events, skin extract",Larvae,15,0.4590,0.1260,SE,0.4880,15,0.0001,0.0001,SE,0.0004,-8.4316,8.4316,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Number of bobbing events, predator",Larvae,15,0.9630,0.0370,SE,0.1433,15,0.0790,0.0370,SE,0.1433,-2.5006,2.5006,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Number of bobbing events, combo",Larvae,15,1.0000,0.0001,SE,0.0004,15,0.1440,0.0460,SE,0.1782,-1.9379,1.9379,,,,
a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade, ,Sci Rep,5.078,4.122,42,No,Pomacentrus moluccensis,Trop,Yes,Shelter,Distance ventured from shelter,Larvae,29,4.3660,0.8280,SE,4.2220,29,3.8010,0.9030,SE,4.6044,-0.1386,0.1386,0.5440,Aggression index not included in analysis because lnRR cannot be calculated when + and - values are present and it is not possible to back-calculate to raw values from the available information.,N,Provided in figure captions. Only ranges are provided; we used upper number of ranges to be conservative. 
a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade, ,Sci Rep,5.078,4.122,,,Pomacentrus amboinensis,Trop,Yes,Shelter,Distance ventured from shelter,Larvae,29,2.2580,0.8280,SE,4.2220,29,8.4300,0.9410,SE,4.7982,1.3173,1.3173,,Highest n used (ranges are given),,
a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade,  ,Sci Rep,5.078,4.122,,,Pomacentrus moluccensis,Trop,Yes,Shelter,Height rank,Larvae,55,0.7470,0.0370,SE,0.2744,55,0.5920,0.0350,SE,0.2596,-0.2326,0.2326,,Used unbleached treatment only,,
a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade, ,Sci Rep,5.078,4.122,,,Pomacentrus amboinensis,Trop,Yes,Shelter,Height rank,Larvae,55,0.1640,0.0360,SE,0.2670,55,0.2670,0.0360,SE,0.2670,0.4874,0.4874,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,13,Strong,Plectropomus leopardus,Trop,Yes,Predator,"% time in cue, 570 uatm, Day 4",Juvenile,20,6.2300,4.2620,SD,4.2620,20,10.1640,4.2620,SD,4.2620,0.4895,0.4895,1.4145,Added .0001 to zero values ,Y,Provided in figure captions
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Predator,"% time in cue, 700 uatm, Day 4",Juvenile,20,6.2300,4.2620,SD,4.2620,20,46.8850,40.6570,SD,40.6570,2.0183,2.0183,,"Error bars in figures not identified. We initially assumed error bars were SE based on all other reporting throughout the manuscript, but some statements in the text led us to realize that error bars in Fig 1 are SD; cannot determine for Fig 2 so assume SD as well.",,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,  ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Predator,"% time in cue, 960 uatm, Day 4",Juvenile,20,6.2300,4.2620,SD,4.2620,20,91.1480,4.9180,SD,4.9180,2.6831,2.6831,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Predator,"% time in cue, 570 uatm, Day 28",Juvenile,20,9.1800,3.6070,SD,3.6070,20,10.8200,3.9340,SD,3.9340,0.1644,0.1644,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Predator,"% time in cue, 700 uatm, Day 28",Juvenile,20,9.1800,3.6070,SD,3.6070,20,47.2130,40.6560,SD,40.6560,1.6376,1.6376,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Predator,"% time in cue, 960 uatm, Day 28",Juvenile,20,9.1800,3.6070,SD,3.6070,20,90.8200,4.9180,SD,4.9180,2.2919,2.2919,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"% time hiding, 570 uatm",Juvenile,10,79.3100,9.6550,SD,9.6550,10,74.4830,4.8280,SD,4.8280,-0.0628,0.0628,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"% time hiding, 700 uatm",Juvenile,10,79.3100,9.6550,SD,9.6550,10,39.3100,8.2760,SD,8.2760,-0.7019,0.7019,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"% time hiding, 960 uatm",Juvenile,10,79.3100,9.6550,SD,9.6550,10,8.9660,2.0690,SD,2.0690,-2.1799,2.1799,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Mean line crosses, 570 uatm",Juvenile,10,4.9690,0.0001,SD,0.0001,10,9.9380,0.0010,SD,0.0010,0.6931,0.6931,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Mean line crosses, 700 uatm",Juvenile,10,4.9690,0.0001,SD,0.0001,10,44.7200,12.4220,SD,12.4220,2.1972,2.1972,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Mean line crosses, 960 uatm",Juvenile,10,4.9690,0.0001,SD,0.0001,10,320.4690,37.2670,SD,37.2670,4.1666,4.1666,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Distance from shelter, 570 uatm",Juvenile,10,6.3160,3.3080,SD,3.3080,10,13.8350,2.7070,SD,2.7070,0.7841,0.7841,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Distance from shelter, 700 uatm",Juvenile,10,6.3160,3.3080,SD,3.3080,10,30.0750,2.4060,SD,2.4060,1.5606,1.5606,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Distance from shelter, 960 uatm",Juvenile,10,6.3160,3.3080,SD,3.3080,10,36.3910,0.0001,SD,0.0001,1.7512,1.7512,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Emergence time from hiding, 570 uatm",Juvenile,10,536.9860,38.3560,SD,38.3560,10,575.3420,14.3840,SD,14.3840,0.0690,0.0690,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Emergence time from hiding, 700 uatm",Juvenile,10,536.9860,38.3560,SD,38.3560,10,383.5620,33.5620,SD,33.5620,-0.3365,0.3365,,,,
a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish, ,Mar Biol,2.468,2.215,,,Plectropomus leopardus,Trop,Yes,Shelter,"Emergence time from hiding, 960 uatm",Juvenile,10,536.9860,38.3560,SD,38.3560,10,100.6850,23.9730,SD,23.9730,-1.6740,1.6740,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,42,Strong,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Response distance, ctrl-high",Juvenile,45,20.8330,1.1900,SE,7.9828,43,15.1790,1.9050,SE,12.4919,-0.3166,0.3166,0.1954,"Panel (f) not included due to no variance in the response variable and type of data (i.e., directionality)",Y,Provided in figure caption
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Response distance, high-high",Juvenile,45,20.8330,1.1900,SE,7.9828,37,18.7500,1.2780,SE,7.7738,-0.1053,0.1053,,"Only included biologically relevant parent-offspring crosses (ctrl-ctrl, ctrl-CO2, CO2-CO2)",,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Mean speed, ctrl-high",Juvenile,45,0.2650,0.0190,SE,0.1275,43,0.1950,0.0190,SE,0.1246,-0.3067,0.3067,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Mean speed, high-high",Juvenile,45,0.2650,0.0190,SE,0.1275,37,0.2420,0.0170,SE,0.1034,-0.0908,0.0908,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Maximum speed, ctrl-high",Juvenile,45,0.9230,0.0330,SE,0.2214,43,0.6810,0.0440,SE,0.2885,-0.3041,0.3041,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Maximum speed, high-high",Juvenile,45,0.9230,0.0330,SE,0.2214,37,0.8640,0.0390,SE,0.2372,-0.0661,0.0661,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Response duration, ctrl-high",Juvenile,45,0.4770,0.0340,SE,0.2281,43,0.3070,0.0390,SE,0.2557,-0.4407,0.4407,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Response duration, high-high",Juvenile,45,0.4770,0.0340,SE,0.2281,37,0.3830,0.0270,SE,0.1642,-0.2195,0.2195,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Response latency, ctrl-high",Juvenile,46,18.7500,1.2020,SE,8.1524,34,19.2310,1.4420,SE,8.4082,0.0253,0.0253,,,,
a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world, ,Proc R Soc B,5.051,4.847,,,Amphiprion melanopus,Trop,Yes,Mimicked threat,"Response latency, high-high",Juvenile,46,18.7500,1.2020,SE,8.1524,34,17.3350,1.4330,SE,8.3558,-0.0785,0.0785,,,,
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahiÊCoryphaena hippurus", ,Mar Ecol Prog Ser,2.619,2.276,60,Weak,Coryphaena hippurus,Subtrop,No,-,"Max velocity, 770 uatm",Larvae,60,6.3500,0.2690,SE,0.5380,60,5.4480,0.2690,SE,0.5380,-0.1532,0.1532,0.2002,,Y,"Provided in figure captions. Number provided in figure caption (i.e., # of replicate tanks) was multiplied by the number of fish from each tank ( explained in the text; 3 subsamples x 5 fish x 4 tanks = 60 fish)."
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahiÊCoryphaena hippurus", ,Mar Ecol Prog Ser,2.619,2.276,,,Coryphaena hippurus,Subtrop,No,-,"Max velocity, 1460 uatm",Larvae,60,6.3500,0.2690,SE,0.5380,60,4.9110,0.1440,SE,0.2880,-0.2570,0.2570,,,,
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahiÊCoryphaena hippurus", ,Mar Ecol Prog Ser,2.619,2.276,,,Coryphaena hippurus,Subtrop,No,-,"Mean velocity, 770 uatm",Larvae,60,0.5630,0.0300,SE,0.0600,60,0.4820,0.0330,SE,0.0660,-0.1553,0.1553,,,,
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahiÊCoryphaena hippurus", ,Mar Ecol Prog Ser,2.619,2.276,,,Coryphaena hippurus,Subtrop,No,-,"Mean velocity, 1460 uatm",Larvae,60,0.5630,0.0300,SE,0.0600,60,0.4450,0.0360,SE,0.0720,-0.2352,0.2352,,,,
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference, ,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,No,-,"Prop change line crosses, Day 1, sham",Juvenile,14,-0.0330,0.0770,SE,0.2881,14,0.0360,0.0800,SE,0.2993,NA,NA,1.8210,Used 'No Gabazine' treatment only,N,"Provided in text: ""We tested between 10 and 14 fish in each of the 16 treatments""; used the highest sample size reported (i.e., 14)"
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference, ,Glob Change Biol,8.224,8.997,,,Pomacentrus amboinensis,Trop,No,-,"Prop change feeding strikes, Day 1, sham",Juvenile,14,0.0540,0.0480,SE,0.1796,14,-0.0510,0.0540,SE,0.2020,NA,NA,,"Excluded data where change in behaviour were of different directions between the control and experimental groups because lnRR cannot be calculateed for such data (excluded data represented by ""NA"" in lnRR column)",,
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference, ,Glob Change Biol,8.224,8.997,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change line crosses, Day 1, predator",Juvenile,14,0.3820,0.0570,SE,0.2133,14,0.0950,0.0690,SE,0.2582,-1.3915,1.3915,,Removed data points with lnRR variance > 10 from mean effect size computations (see rationale in Methods section of Supplementary File 1),,
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference, ,Glob Change Biol,8.224,8.997,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change feeding strikes, Day 1, predator",Juvenile,14,0.4630,0.0670,SE,0.2507,14,0.0820,0.1320,SE,0.4939,-1.7310,1.7310,,,,
